LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_SEP,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,PAY_AMT_SEP,PAY_AMT_AUG,PAY_AMT_JUL,PAY_AMT_JUN,PAY_AMT_MAY,PAY_AMT_APR,default payment next month,BILL_AMT
380000,2,2,1,30,0,0,0,0,0,-1,13291,15287,8532,4334,317077,11892,0,315890.1666666667
170000,2,3,1,30,0,0,0,0,0,0,7200,7405,6022,4606,5006,4809,0,135760.33333333334
300000,2,1,1,41,-1,-1,-1,-1,-1,-2,6983,3331,1760,0,0,891,0,12976.5
60000,2,3,2,44,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,467.0
240000,2,2,1,36,0,0,0,0,0,0,19000,10000,7000,10000,8000,10000,0,194682.0
500000,2,3,2,44,-2,-2,-2,-2,-2,-2,1275,0,0,1300,0,0,0,429.1666666666667
230000,2,2,1,45,-1,-1,-1,-1,-1,0,17094,8786,32467,14893,0,8968,0,15500.5
290000,2,5,2,35,0,0,0,0,0,0,1600,1700,2015,2000,1000,1000,0,25290.333333333332
60000,2,2,1,35,0,0,0,0,0,0,2300,2600,2000,1200,1200,1500,0,46369.833333333336
100000,2,2,2,35,0,0,0,0,0,0,3500,4000,5700,2507,2500,3000,0,87767.0
270000,2,2,2,36,-2,-2,-2,-1,-1,-1,0,24679,4893,15376,497,5373,0,7006.333333333333
280000,2,2,2,35,0,0,0,0,0,0,10028,12500,13106,231064,15004,8004,0,252663.66666666666
100000,2,2,1,38,3,2,2,3,3,3,0,0,0,0,0,1500,0,750.0
100000,2,1,2,32,-1,-1,2,-1,-1,-1,9814,443,1196,2080,620,928,0,3435.3333333333335
90000,2,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
280000,2,4,1,44,-2,-2,-2,-2,-2,-2,12360,20721,0,0,17131,2681,1,9264.333333333334
150000,2,5,1,38,-2,-2,-2,-2,-2,-2,0,1597,0,1767,718,0,0,679.3333333333334
70000,2,2,1,40,-1,-1,2,-1,-1,-1,780,0,390,780,0,0,0,455.0
180000,2,1,2,32,-1,-1,-1,-1,0,-1,2889,1165,4685,0,3472,799,0,2421.8333333333335
190000,2,1,2,33,0,0,0,0,0,0,10000,6000,30000,5000,13000,34000,0,134666.5
500000,2,2,1,38,0,0,0,0,0,0,7000,7000,2000,5000,25002,3000,0,29245.833333333332
190000,2,3,1,47,1,2,0,0,0,0,92,7791,4000,2865,40000,0,0,169963.66666666666
210000,2,1,2,32,-2,-2,-2,-2,-2,-2,4581,300,1448,398,150,2043,0,1224.8333333333333
60000,2,1,1,38,-1,-1,-1,-1,-1,-1,15772,23011,9941,12688,8958,6484,0,12828.833333333334
200000,2,3,1,34,0,0,0,0,0,0,5014,4699,7543,3970,3146,6941,0,157331.66666666666
470000,2,1,2,32,1,-2,-2,-1,-1,0,0,0,200,34325,3000,77412,0,11975.0
260000,2,1,2,30,0,0,0,0,0,0,7988,7979,6807,5247,5240,5000,0,201216.0
140000,2,1,2,30,-1,0,0,0,0,0,8399,6923,5330,2074,5588,20290,0,27873.333333333332
190000,2,2,1,33,-2,-2,-2,-2,-2,-1,0,1941,0,0,98529,3188,1,12578.5
80000,2,2,1,36,0,0,0,0,0,0,2006,8199,2000,1700,2000,2000,0,55119.333333333336
310000,2,2,2,37,0,0,0,-1,-1,-2,5000,7097,7636,0,0,2039,0,37573.833333333336
150000,2,1,2,40,0,0,0,2,0,0,2000,2500,1500,1000,2000,2000,0,20656.666666666668
340000,2,2,1,30,0,0,0,0,0,0,15000,15000,15000,15000,12000,12500,1,318668.8333333333
360000,2,2,2,31,0,0,0,0,0,0,15000,20000,3500,2300,5000,5000,0,67764.66666666667
250000,2,2,1,38,2,0,0,0,0,0,8007,7000,8200,7000,7000,8000,0,203763.0
220000,2,2,1,34,-1,-1,-1,-1,-1,-1,1623,1756,2075,4774,1115,7160,0,2443.0
30000,2,3,1,46,1,-2,-2,-1,0,0,0,0,14071,514,532,543,0,7178.5
210000,2,3,1,41,-2,-2,-2,-2,-2,-2,15728,18213,10784,41477,6879,9498,0,18260.166666666668
350000,2,1,1,32,-1,-1,-2,-2,-2,-2,60396,7147,9950,22117,4874,0,1,22452.666666666668
270000,2,2,1,33,-1,-1,0,0,0,0,3952,22438,20000,1587,2000,4000,0,27502.5
200000,2,2,2,34,0,0,0,-1,-1,-1,5504,1526,1078,1598,173026,6000,0,93491.33333333333
70000,2,2,2,40,2,0,0,0,0,0,2361,2482,2293,2063,2135,2188,1,63906.5
220000,2,3,1,45,-1,-1,2,-1,0,0,8087,13,4656,5000,5000,0,0,6628.166666666667
230000,2,2,1,39,0,-1,0,0,-1,0,3798,3000,5000,4842,3000,3000,1,6194.166666666667
120000,2,2,1,35,0,0,0,0,-2,-2,1550,1000,0,0,0,0,0,8002.333333333333
360000,2,2,1,30,0,0,0,-2,-2,-2,1030,37,1642,89000,3000,3000,0,33137.5
210000,2,3,2,37,-1,-1,-1,-1,-1,-1,9315,7924,13421,2240,4490,10834,0,8456.166666666666
460000,2,1,1,40,3,2,2,3,3,3,0,0,0,0,0,200,1,2650.0
500000,2,1,1,34,-2,-2,-2,-2,-2,-2,13000,13000,13000,13000,13000,13000,0,13000.0
180000,2,2,2,35,-2,-2,-2,-2,-2,-2,1679,2027,1774,11383,330,300,0,3365.5
180000,2,3,1,36,-2,-2,-2,-1,-1,-1,633,606,20999,940,1383,0,0,6012.333333333333
220000,2,2,1,26,0,0,0,0,0,0,4039,3021,1400,3000,2000,100000,0,40392.666666666664
600000,2,2,2,30,0,0,0,0,0,0,19500,20462,19445,17348,16536,16845,0,499833.3333333333
180000,2,2,2,36,-1,-1,-1,-1,-1,-2,2240,6071,1554,0,0,0,1,1704.1666666666667
360000,2,2,1,39,-1,-1,-1,-1,-1,-1,22434,19286,16243,5966,15407,43019,0,17599.0
620000,2,1,2,38,-1,-1,-1,-2,-1,0,35703,1241,119,24088,0,0,0,11387.833333333334
60000,2,3,1,44,-1,0,0,0,0,0,2500,3000,2292,1526,2000,2000,1,58182.333333333336
100000,2,1,2,32,0,-1,0,0,0,0,694,1000,1000,47,0,3354,0,3270.5
200000,2,1,2,31,-1,-1,-1,-1,0,0,3643,2000,1000,2000,0,1249,0,3199.8333333333335
50000,2,3,2,36,0,0,0,0,0,0,1952,1703,1444,1027,1053,1077,0,41333.666666666664
200000,2,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,246,1,0.0
10000,2,2,1,43,0,0,0,0,0,0,1038,1054,1063,140,181,80,1,3535.3333333333335
280000,2,2,2,36,0,0,0,0,-2,-2,15000,40000,0,0,0,336,0,46230.166666666664
450000,2,2,1,46,-2,-2,-2,-2,-2,-2,84267,17566,10401,52045,45812,169,0,39875.333333333336
260000,2,1,2,29,0,0,0,0,0,0,11000,9800,6000,4088,3000,3000,1,188871.66666666666
140000,2,2,3,30,0,0,0,0,0,0,10000,18000,10000,10000,20000,15000,0,109702.66666666667
390000,2,1,2,33,0,0,0,0,0,0,5000,3500,4502,3518,2003,3001,0,76542.66666666667
350000,2,1,1,41,-2,-2,-2,-2,-2,-2,15069,3116,17414,0,4465,9434,0,7479.0
50000,2,3,1,44,0,0,0,0,0,0,2306,2400,2000,983,1018,1030,0,39058.0
120000,2,2,2,46,0,0,0,0,0,0,2650,2884,2018,1411,1504,1500,0,55182.166666666664
80000,2,2,1,45,0,0,0,0,0,0,2000,2000,1009,0,2000,0,0,16187.333333333334
160000,2,3,3,36,-1,-1,0,-1,-1,-1,31745,1049,6000,6000,0,4345,0,12650.666666666666
90000,2,3,1,46,-2,-2,-2,-2,-2,-2,10758,10613,316,316,316,316,0,3772.5
190000,2,2,1,39,0,0,0,0,-1,0,7000,7000,3100,92101,3200,4300,1,130949.16666666667
100000,2,3,1,40,2,2,0,0,0,0,0,3950,2000,1500,2500,4800,1,16476.166666666668
210000,2,2,2,35,0,0,0,0,0,0,5000,7000,5000,4000,2447,3000,0,109972.0
160000,2,2,2,33,2,2,3,2,0,0,15000,0,0,6100,12300,6100,0,165490.0
240000,2,3,1,35,0,0,0,0,0,0,8522,9100,8244,5000,5000,4011,1,181939.66666666666
20000,2,1,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,37.166666666666664
220000,2,2,1,36,2,2,2,2,0,0,8500,8200,0,7000,7000,7200,1,191730.16666666666
260000,2,1,2,44,0,0,0,0,0,0,11778,15000,8526,20000,20000,20092,0,251525.66666666666
500000,2,1,1,34,0,0,0,0,0,0,29000,29000,30000,30000,6110,6200,0,238232.66666666666
200000,2,2,2,34,-2,-2,-2,-2,-2,-2,0,0,445,2332,10,0,0,457.3333333333333
260000,2,2,1,33,0,0,0,0,0,0,4002,6067,10000,3000,40157,1466,1,114173.66666666667
170000,2,1,2,30,0,0,0,0,0,0,6027,6300,8451,6000,6320,6700,0,170236.66666666666
150000,2,2,1,38,-1,-1,0,0,-1,-1,1106,1208,1006,50000,1104,0,0,2287.5
360000,2,2,1,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,-5.0
260000,2,1,1,44,0,0,0,0,0,0,6891,8668,6907,6088,14982,12588,0,254569.0
170000,2,1,2,30,0,-1,-1,-1,0,0,8404,16835,2200,5510,5000,8100,0,10446.5
230000,2,1,2,33,0,0,0,0,0,0,1300,1300,1200,500,500,500,0,11734.166666666666
620000,2,1,2,38,-1,-1,-1,-1,-1,-1,8638,620,16032,2856,4197,920,0,7027.333333333333
180000,2,1,1,35,0,0,0,0,0,0,3603,5705,3003,10607,7976,5412,0,57253.166666666664
180000,2,1,1,33,-1,-1,-1,-1,-1,-1,14824,19713,13117,24630,485,33283,0,13292.666666666666
30000,2,2,3,45,-1,2,2,2,-1,2,0,3048,0,8314,0,4132,1,4993.333333333333
300000,2,1,2,31,0,0,0,0,-1,-1,1009,1000,2700,658,662,0,0,8263.166666666666
370000,2,2,1,35,0,0,0,0,0,0,10301,11000,9004,6930,6000,6100,0,226659.16666666666
80000,2,2,2,31,0,0,0,-1,-1,-1,8000,1000,939,2202,1369,4827,0,14545.0
200000,2,4,2,40,0,0,0,0,0,0,10100,6700,5500,4500,127600,7500,0,155088.83333333334
150000,2,3,1,42,-1,-1,-1,-1,-1,0,6151,6427,7306,18738,0,7154,0,10506.666666666666
210000,2,2,1,33,0,0,0,2,2,2,6000,8000,6000,7000,6000,20000,0,168486.0
70000,2,1,1,35,1,2,2,2,2,0,0,6500,1800,0,2500,2000,0,44890.833333333336
80000,2,2,1,38,-1,-1,-1,0,0,-1,5096,11476,16037,0,17678,6000,0,10295.166666666666
50000,2,2,3,44,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,0,390.0
210000,2,1,2,33,0,0,0,0,2,-1,1075,3923,1723,5,257,10843,1,3899.6666666666665
260000,2,2,1,33,0,0,0,0,0,0,4000,5550,5600,4100,4700,11002,0,113284.16666666667
170000,2,1,1,36,-2,-2,-2,-2,-2,-2,27183,3824,22865,0,0,3809,0,10112.666666666666
360000,2,3,2,35,-1,2,2,-2,-2,-2,0,0,0,0,0,0,0,833.3333333333334
500000,2,1,2,37,0,0,0,0,0,0,4000,3000,2000,2000,3000,7000,0,47452.5
290000,2,1,2,46,0,0,-1,-1,-1,-1,34507,1343,21542,2239,156733,7219,0,97388.33333333333
200000,2,3,1,35,0,0,0,0,0,0,7700,9300,6500,3000,856,1152,0,141801.0
90000,2,2,1,47,0,0,0,0,0,0,2000,2000,2000,2000,2000,2000,0,28701.0
100000,2,2,2,41,-1,-1,-2,-1,0,0,0,0,50063,900,1000,1000,0,16208.666666666666
290000,2,1,2,31,0,0,0,0,0,0,5017,4033,2828,10000,5000,3000,0,72692.33333333333
50000,2,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0.0
150000,2,1,1,32,0,0,0,-2,-2,-2,3525,0,0,0,0,0,0,25490.5
400000,2,3,1,42,-1,-1,-1,-1,-1,-1,10132,16932,13088,28540,11860,3978,0,20791.666666666668
50000,2,3,1,37,0,0,0,0,0,0,2228,2000,1370,949,922,2500,0,38976.666666666664
400000,2,1,1,42,-1,2,-1,-1,-1,-1,0,3828,33627,47029,40000,0,0,20650.666666666668
50000,2,2,1,37,2,2,2,2,2,3,1500,1800,1000,2000,0,1000,1,21102.0
50000,2,1,2,29,3,3,2,3,2,2,0,2800,0,3000,800,3000,1,49915.0
100000,2,1,2,34,0,0,0,0,0,2,3413,5010,10005,30326,0,20000,0,49027.333333333336
170000,2,2,1,39,0,0,-1,0,0,0,2000,10274,6446,332,10487,5000,0,44105.666666666664
150000,2,1,2,30,-2,-2,-2,-2,-1,-1,13497,4372,18853,10975,5157,15182,0,15883.0
360000,2,1,2,30,0,-1,-1,-1,-1,-2,4924,3969,6657,642,6204,7052,0,9882.333333333334
50000,2,2,1,31,0,0,0,0,0,0,2000,2200,1150,500,500,393,1,35012.833333333336
180000,2,1,1,35,-1,-1,-1,-1,0,0,32005,32270,47186,44286,86000,148225,0,52578.333333333336
350000,2,2,2,35,0,0,0,0,0,0,13000,15074,20353,10040,15000,10000,0,306659.0
120000,2,3,1,38,0,0,0,0,0,0,5600,6500,5000,3000,3000,3000,0,97213.5
140000,2,2,1,33,-1,-1,-1,-1,0,0,397,13126,3456,89,156,2813,0,3619.0
150000,2,3,1,34,0,0,0,-1,-1,-1,1130,1000,8000,2000,10000,0,0,12556.666666666666
260000,2,3,2,42,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,1,1130.5
50000,2,2,1,28,0,0,0,0,0,0,2500,1900,1898,2386,629,792,1,42303.166666666664
180000,2,2,1,36,-1,-1,-1,-1,-1,-1,92,92,603,1760,826,826,0,728.8333333333334
290000,2,3,1,44,-1,-1,-1,-1,-1,0,0,679,3390,5784,0,150,0,3042.0
40000,2,2,1,49,0,0,0,0,0,0,3000,1800,2000,0,0,0,0,38986.833333333336
310000,2,1,2,36,0,0,0,0,0,0,2000,2000,2000,2000,13000,2000,0,48764.333333333336
70000,2,2,2,46,0,0,0,0,0,0,3000,3815,3064,1000,1000,34000,1,65748.0
180000,2,1,1,39,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
570000,2,2,1,46,0,0,0,0,0,0,19534,25100,15159,11732,42880,422000,0,472543.3333333333
150000,2,3,2,41,2,0,0,0,0,0,3100,3160,2505,2500,3000,5000,1,78650.66666666667
20000,2,2,2,30,1,2,0,0,0,0,0,1600,1602,900,900,636,0,17662.5
180000,2,3,1,32,-1,-1,0,0,0,0,1484,1074,1000,70,1387,28,0,2676.5
100000,2,3,1,34,0,0,0,0,0,-1,5000,1333,3000,3000,5571,5149,0,8404.666666666666
90000,2,1,2,31,0,0,2,2,2,2,8000,4100,3000,0,7000,3100,1,84133.66666666667
150000,2,3,2,47,0,0,0,0,0,0,7000,7000,7000,5200,5500,6300,0,152384.16666666666
490000,2,2,1,31,0,0,0,0,0,0,10095,9861,7055,6189,5046,5089,0,214814.16666666666
30000,2,3,1,33,0,0,2,2,2,0,3800,1700,1100,0,1030,1000,1,35789.333333333336
300000,2,2,1,33,-1,-1,-1,-1,-1,0,1500,1500,1500,2494,1006,1498,0,1661.6666666666667
140000,2,2,1,32,-1,2,2,-1,-1,0,0,0,8900,1367,0,0,1,2118.6666666666665
50000,2,2,2,32,0,0,0,0,0,0,1600,1500,1500,1000,1000,1000,0,14786.5
150000,2,1,2,31,2,2,2,2,2,0,3400,0,5000,0,3000,3000,1,22319.666666666668
350000,2,1,2,32,0,0,0,0,0,0,3300,5116,5000,10000,10000,10000,0,94459.5
140000,2,2,2,32,-1,0,0,0,-1,0,1231,1262,1000,38415,4000,4000,0,19979.666666666668
80000,2,3,1,43,-1,-1,-1,-1,0,0,23190,0,19465,389,397,0,0,13913.333333333334
80000,2,2,1,40,-1,-1,-1,-1,-1,-1,390,390,390,390,540,390,0,415.0
210000,2,3,1,34,-2,-2,-2,-2,-2,-2,5687,8177,6860,2200,1500,2390,0,6042.166666666667
110000,2,2,1,34,0,0,0,2,0,0,2100,4100,0,1800,2000,2000,0,45360.666666666664
120000,2,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
180000,2,2,2,28,-1,-1,-1,-1,-1,-1,18588,1562,2540,3058,16030,330,0,7602.166666666667
340000,2,3,1,44,3,3,2,0,0,0,6,8,5117,5008,5021,6026,1,148473.0
220000,2,1,2,29,-2,-2,-1,-1,-1,-2,0,100,2300,3083,732,231,0,480.8333333333333
230000,2,5,1,39,-1,-1,0,0,-2,-2,31280,90000,0,0,0,0,0,26459.833333333332
170000,2,1,2,27,0,0,0,0,0,0,3000,3000,1156,1000,46793,1760,0,16362.333333333334
70000,2,1,2,28,0,0,0,0,0,0,3000,3000,3000,2000,2000,1800,0,41976.333333333336
50000,2,3,1,31,0,0,0,0,0,0,2204,1239,2254,1394,2000,1019,0,14233.166666666666
200000,2,3,2,30,0,0,0,0,0,0,9003,7300,7108,7680,6200,5000,0,181429.83333333334
290000,2,2,2,34,2,2,2,2,2,2,0,18000,10000,0,18000,0,1,227242.0
80000,2,5,2,30,-1,-1,-1,0,0,0,16709,29469,5000,10000,2000,3000,0,22937.0
30000,2,3,1,39,1,2,2,2,2,2,0,3128,0,2419,0,700,0,25394.5
280000,2,1,2,37,0,0,0,0,0,0,10505,10424,10047,10683,10073,9084,1,278402.6666666667
100000,2,1,2,29,0,0,0,-1,0,0,5000,5024,43593,1700,1500,1500,0,50991.333333333336
50000,2,1,1,35,-1,0,0,0,0,0,1200,5000,1500,1000,500,2000,0,23393.0
240000,2,2,1,43,-1,2,0,-1,0,0,0,41000,10657,0,5041,9190,1,11512.5
240000,2,1,1,31,0,0,0,0,0,0,2000,4015,25000,2000,5000,2000,0,18179.666666666668
100000,2,1,1,31,1,-2,-2,-2,-2,-1,0,0,0,0,6179,0,0,1029.8333333333333
210000,2,1,2,36,-2,-2,-2,-1,-1,-1,4915,5292,8872,16876,5794,2415,0,9362.0
400000,2,1,1,37,0,0,0,0,0,0,30000,50000,50006,38000,10000,12000,0,91069.83333333333
280000,2,2,1,42,-2,-2,-2,-2,-2,-2,396,396,396,10948,61123,54802,0,12275.833333333334
180000,2,2,2,36,-1,-1,-1,-2,-2,-1,2240,0,0,0,7322,2208,0,1727.3333333333333
500000,2,1,1,36,0,0,0,0,0,0,10000,10146,10103,7108,7396,5000,0,235027.16666666666
200000,2,2,1,45,0,0,0,0,0,0,7008,8000,5000,3000,3000,3000,0,103267.5
500000,2,1,2,27,0,-1,0,0,0,0,25450,2000,2000,2000,5000,5000,1,24727.0
200000,2,2,2,30,-2,-1,-1,-2,-2,-2,5890,390,390,390,390,1168,0,1305.6666666666667
110000,2,2,1,27,1,2,2,0,0,0,4363,0,4012,3120,2800,3000,0,99064.66666666667
280000,2,2,2,30,0,0,-1,0,0,0,5,4500,60000,1244,2000,4000,0,35267.0
100000,2,2,2,31,2,2,2,2,2,2,2000,0,3500,0,3500,2000,1,42662.666666666664
70000,2,2,1,33,0,0,0,0,0,0,10171,3000,1260,6138,1128,500,0,18868.166666666668
130000,2,3,1,47,-1,2,2,-1,0,-1,1622,16,5377,829,3645,4213,0,3537.6666666666665
30000,2,2,1,35,2,2,2,2,2,2,2000,1626,0,1600,0,1126,1,19674.5
30000,2,2,1,43,0,0,0,2,2,2,1240,3300,0,1548,0,637,0,16086.833333333334
180000,2,1,2,27,-1,-1,0,0,0,0,28100,1743,1200,2000,2000,0,0,19147.666666666668
100000,2,2,2,27,0,0,0,0,0,0,2000,2200,1822,2000,2100,2100,0,49684.333333333336
150000,2,2,2,30,1,-2,-2,-2,-1,2,0,0,0,268,0,7800,0,64.33333333333333
140000,2,2,1,32,0,0,0,0,0,0,5300,5300,5000,5000,4500,4500,0,129394.0
240000,2,1,2,45,-2,-2,-2,-2,-2,-2,0,0,0,0,0,73826,0,17224.0
180000,2,1,1,48,-2,-2,-2,-2,-2,-2,440,21849,5829,24404,11602,5819,0,12003.0
340000,2,2,1,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,1200.0
200000,2,2,1,37,0,0,0,0,0,0,5000,7000,4500,4500,9500,5000,0,123539.33333333333
360000,2,2,1,39,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,700.1666666666666
500000,2,1,1,37,1,-1,-1,-1,-1,0,17250,3037,96501,12500,38000,0,0,29720.666666666668
270000,2,4,1,33,-2,-2,-2,-2,-2,-2,0,1205,0,0,0,0,0,200.83333333333334
140000,2,3,1,33,-1,-1,-1,-1,-1,-1,1654,840,2153,827,827,9635,0,-347.8333333333333
120000,2,2,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
210000,2,2,1,34,0,0,0,0,0,0,9500,9207,8500,5200,5200,5000,0,187460.16666666666
300000,2,1,1,35,-1,-1,-2,-2,-2,-1,0,0,0,0,477,348,0,970.3333333333334
360000,2,2,1,41,0,0,0,0,0,0,2000,2000,2000,8000,10000,10000,0,8762.666666666666
120000,2,2,1,27,-1,-1,-1,-1,0,0,1671,380,131062,2000,3000,3000,0,40493.5
430000,2,1,2,29,0,0,0,-1,0,0,1000,0,18518,5,244,1038,0,20703.666666666668
250000,2,2,2,27,0,0,0,-1,0,0,2500,1000,5208,54000,5000,10000,0,14277.166666666666
180000,2,1,2,29,-1,-1,-1,-1,-1,-1,326,546,546,546,1225,2225,1,585.8333333333334
170000,2,2,1,29,0,0,0,0,0,0,3000,2236,2478,904,2546,2000,0,44367.666666666664
500000,2,1,1,36,0,0,0,-1,-1,-1,26000,11725,15406,6903,45045,10000,0,34077.5
20000,2,2,1,37,-1,-1,-1,-1,-1,0,1629,460,360,1520,0,2233,0,925.1666666666666
200000,2,5,1,43,0,0,0,0,0,0,71998,116000,3771,2229,37609,40000,0,129940.83333333333
50000,2,2,1,48,0,0,0,0,0,-1,2500,2174,2117,117,4853,0,0,31638.666666666668
120000,2,1,2,34,-1,-1,-1,0,-1,-1,882,6900,5037,1100,1330,3800,0,2778.5
340000,2,2,1,31,0,0,0,0,0,0,7332,5008,6367,4800,4941,4696,0,154591.83333333334
80000,2,1,2,32,-1,-1,-1,-1,-1,-1,6000,6011,5783,2257,6000,0,0,5609.5
90000,2,2,1,33,0,0,0,0,0,-2,5000,1285,3000,1189,0,8832,0,5698.0
90000,2,2,1,32,0,0,0,0,0,0,1657,1676,1554,805,846,651,0,24884.333333333332
80000,2,1,1,32,-1,-1,-2,-2,-1,-1,871,3381,3384,3958,0,0,0,2121.6666666666665
170000,2,2,2,46,0,0,0,0,0,0,6000,6000,7000,6000,7000,6000,0,153265.5
230000,2,1,2,29,-1,-1,-1,-1,-1,-1,1672,3677,18346,3900,4167,399,0,10818.166666666666
290000,2,2,2,30,-2,-2,-2,-2,-2,-2,2699,6491,1864,5157,3277,4883,0,3999.8333333333335
360000,2,2,1,44,1,2,0,0,0,0,0,1900,2100,1707,2000,2000,0,48011.833333333336
270000,2,2,1,43,-1,-1,-1,-1,-1,-1,1326,920,629,686,834,5112,0,16400.166666666668
60000,2,3,1,43,0,0,0,0,0,0,4570,5348,4035,8804,3000,3000,0,40815.333333333336
360000,2,2,2,33,0,0,0,0,0,0,2000,1501,1000,900,0,0,0,6020.166666666667
100000,2,1,2,28,0,0,0,0,0,0,1800,2000,1400,863,1000,2000,0,22701.666666666668
180000,2,5,1,44,0,0,-1,-1,-1,-1,0,850,0,6881,10340,182,0,6497.833333333333
80000,2,2,1,31,-2,-2,-2,-2,-2,-2,2372,2988,273,0,1542,3200,0,1780.1666666666667
80000,2,2,1,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0.0
220000,2,2,1,35,0,0,0,0,0,0,2000,2000,2000,2000,2000,2000,0,47521.5
240000,2,2,1,43,1,-2,-2,-1,0,0,0,0,12700,0,13725,0,0,8570.833333333334
210000,2,2,2,44,0,0,0,0,0,0,9408,10300,11642,1602,1500,0,1,222681.83333333334
270000,2,2,1,34,0,0,0,0,0,0,4500,5800,4300,5000,4500,4500,0,111817.33333333333
170000,2,2,2,44,0,-1,-1,-1,-1,-1,2870,390,590,30490,4300,0,1,6836.0
190000,2,3,2,29,0,0,0,0,0,-2,6000,6000,1000,0,0,0,0,68780.5
200000,2,1,2,31,-1,2,2,-2,-2,-2,0,0,0,0,0,0,1,833.3333333333334
240000,2,2,1,32,0,0,0,0,0,0,10000,11000,11000,10000,5000,5000,0,217238.66666666666
150000,2,2,1,34,0,0,-1,-1,-2,-2,1329,3107,0,10382,0,2817,0,8014.0
90000,2,3,1,44,-1,-1,3,2,-1,-1,9422,0,79,2181,2991,2453,0,5468.333333333333
400000,2,3,1,44,0,0,0,0,0,0,5025,5044,2514,988,2004,5000,0,32501.833333333332
420000,2,2,1,46,0,0,0,0,0,0,13503,15031,7011,7010,7013,7015,0,270817.0
140000,2,1,2,25,0,0,0,0,0,0,2000,5000,1000,1260,3000,439,0,19427.166666666668
50000,2,3,1,48,0,0,0,0,0,0,5000,2000,2500,2500,2000,2500,0,38774.5
210000,2,2,1,46,0,0,0,0,0,0,6149,4100,4547,2500,3000,2500,0,104878.66666666667
210000,2,1,2,30,0,0,0,0,0,0,4600,3789,3811,3465,3186,4389,0,90995.33333333333
180000,2,2,1,41,-1,-1,-1,-1,-1,-1,12069,9443,3262,8302,12668,5502,0,8280.0
100000,2,1,2,30,-1,-1,-1,-1,-2,-2,35993,2772,0,0,0,0,0,6532.5
300000,2,1,1,34,-1,-1,-1,-1,-2,-2,0,849,0,0,112,550,0,169.5
250000,2,2,2,36,-1,-1,-1,-1,-1,-1,396,396,3160,396,396,396,0,856.6666666666666
200000,2,1,2,33,0,0,0,0,0,0,10000,25000,20400,0,0,77,0,32118.5
380000,2,1,1,33,0,0,0,0,0,0,13248,9543,6106,3013,3398,6067,0,259845.0
30000,2,1,2,25,0,0,0,0,0,0,1448,1600,1500,1000,1000,1200,0,27892.333333333332
80000,2,2,1,31,0,0,0,0,0,0,2806,4006,1804,2003,3004,1502,1,50399.166666666664
300000,2,2,1,27,1,2,0,0,0,0,0,12500,3200,3000,3000,3000,0,199515.5
240000,2,1,1,38,1,-1,-1,-1,0,0,4103,2223,31136,100,0,1101,0,7568.5
80000,2,1,2,23,0,0,0,0,0,0,1500,12000,2000,1000,1000,1100,0,24365.5
280000,2,2,2,27,0,0,0,0,0,0,8533,8888,8006,6406,6606,7006,0,207735.16666666666
50000,2,2,2,36,0,0,2,0,0,0,4400,761,2200,2862,2770,2200,1,28321.166666666668
200000,2,2,1,36,2,0,0,0,0,0,9051,7000,5000,5000,5000,5000,1,162417.5
210000,2,2,2,32,-2,-2,-2,-2,-2,-2,979,412,0,0,0,0,0,290.0
160000,2,2,2,31,0,0,0,0,0,2,8000,5014,4500,11781,0,4000,0,113114.33333333333
130000,2,1,1,43,-2,-2,-2,-2,-2,-2,3228,8141,5744,6232,8873,3982,0,5738.333333333333
300000,2,2,1,39,0,0,0,-2,-2,-2,13700,0,0,0,0,0,0,101599.16666666667
50000,2,2,1,41,1,3,2,0,0,0,0,0,1350,769,799,1000,1,21266.833333333332
150000,2,2,1,40,-1,-1,-1,-1,-1,-1,0,7937,3307,2894,0,0,0,5026.166666666667
500000,2,2,1,43,-2,-2,-2,-2,-2,-2,12320,12209,16727,17744,14117,11691,0,13906.833333333334
270000,2,2,1,34,0,0,0,0,0,0,10015,6538,7744,7068,5350,10077,0,176021.66666666666
500000,2,1,1,43,-2,-2,-2,-2,-2,-2,9483,0,14153,5274,11676,2276,0,6790.5
200000,2,2,1,40,0,0,0,0,0,0,2000,2000,1128,4280,0,0,0,16921.333333333332
300000,2,1,2,33,-1,-1,-1,-1,-1,-1,1465,2095,1215,340,1424,0,0,3404.6666666666665
